review_id,employee_id,rating,manager_name,feedback,Review_Date
PRF000364,EMP00958,3,"Charan Sen",Outstanding,2026-03-03
PRF000365,EMP00567,1,NULL,"Below Average",2024-09-04
PRF000366,EMP00052,4,"Kiaan Sani","Needs Improvement",2024-04-05
PRF000367,EMP00309,2,"Nikita Dua","Meets Expectations",2025-05-25
PRF000368,EMP01132,2,NULL,"Excellent Performer",2023-10-12
PRF000369,EMP00646,1,"Gautam Sinha",Outstanding,2025-03-22
PRF000370,EMP00097,2,"Falguni Halder","Exceeds Expectations",2026-06-29
PRF000371,EMP00185,5,"Niharika Nagi",Outstanding,2023-08-06
PRF000372,EMP00676,1,"Vasudha Borde","Excellent Performer",2023-09-04
PRF000373,EMP00718,5,"Veda Sahota","Needs Improvement",2025-04-25
PRF000374,EMP00282,3,"Omaja Kashyap","Excellent Performer",2024-08-03
PRF000375,EMP01187,1,NULL,"Below Average",2024-02-25
PRF000376,EMP00418,2,"Charles Bera","Needs Improvement",2023-10-17
PRF000377,EMP00767,4,"Dhriti Nagar","Needs Improvement",2024-11-05
PRF000378,EMP00648,2,"Omaja Kashyap","Exceeds Expectations",2026-09-02
PRF000379,EMP00947,5,"Dhriti Nagar",Outstanding,2025-08-13
PRF000380,EMP01217,2,"Neelima Bhasin",Outstanding,2024-05-01
PRF000381,EMP01067,4,"Farhan Sharaf","Needs Improvement",2023-10-30
PRF000382,EMP01021,3,"Ranveer Sood","Needs Improvement",2025-01-16
PRF000383,EMP01164,1,"Damini Mohanty","Below Average",2023-11-28
PRF000384,EMP00041,2,"Farhan Sharaf","Meets Expectations",2024-04-08
PRF000385,EMP00839,2,"Osha Sachdev","Exceeds Expectations",2026-06-22
PRF000386,EMP00240,2,"Falguni Halder",Outstanding,2025-03-17
PRF000387,EMP00054,1,"Neelima Bhasin","Below Average",2024-07-05
PRF000388,EMP00703,2,"Kiaan Sani",Outstanding,2024-12-22
PRF000389,EMP00869,5,"Saumya Srinivas","Excellent Performer",2025-03-03
PRF000390,EMP01194,1,"Xavier Gole","Excellent Performer",2024-09-13
PRF000391,EMP00386,1,"Upma Pant","Below Average",2023-11-23
PRF000392,EMP00427,4,"Anthony Kanda","Needs Improvement",2024-04-05
PRF000393,EMP00010,2,"Tanay Shetty","Meets Expectations",2024-08-07
PRF000394,EMP00334,2,NULL,"Meets Expectations",2025-02-21
PRF000395,EMP00394,2,"Tanay Shetty",Outstanding,2026-01-28
PRF000396,EMP00007,3,"Tanay Shetty","Needs Improvement",2024-01-31
PRF000397,EMP00668,1,"Shivani Varughese","Below Average",2025-06-13
PRF000398,EMP01198,1,"Omaja Kashyap","Below Average",2026-06-03
PRF000399,EMP01161,2,"Omaja Kashyap","Meets Expectations",2025-03-20
PRF000400,EMP01185,5,"Xavier Gole","Needs Improvement",2026-04-16
PRF000401,EMP00701,2,"Kavya Kadakia","Exceeds Expectations",2025-10-29
PRF000402,EMP00685,1,NULL,"Below Average",2025-01-26
PRF000403,EMP00218,2,"Charan Sen","Meets Expectations",2026-01-02
PRF000404,EMP00183,2,"Chanakya Dada","Exceeds Expectations",2025-01-04
PRF000405,EMP00048,3,"Falguni Halder","Needs Improvement",2026-02-21
PRF000406,EMP00852,5,"Veda Sahota",Outstanding,2024-05-10
PRF000407,EMP00008,3,"Avni Chatterjee","Needs Improvement",2025-05-12
PRF000408,EMP01023,2,"Vasudha Borde","Needs Improvement",2026-03-15
PRF000409,EMP00398,2,"Anthony Kanda","Exceeds Expectations",2024-11-22
PRF000410,EMP00381,2,"Azaan Grewal",Outstanding,2025-07-31
PRF000411,EMP00751,2,"Charan Sen","Exceeds Expectations",2025-02-12
PRF000412,EMP00114,5,"Azaan Grewal","Excellent Performer",2026-01-11
PRF000413,EMP00281,5,"Theodore Sha",Outstanding,2024-11-10
PRF000414,EMP00749,1,"Kiaan Sani","Below Average",2025-08-15
PRF000415,EMP00019,5,"Harinakshi Varughese","Needs Improvement",2024-06-12
PRF000416,EMP00587,5,"Ojasvi Dasgupta","Excellent Performer",2025-01-12
PRF000417,EMP00324,2,"Damini Mohanty","Meets Expectations",2025-09-03
PRF000418,EMP00256,2,"Nikita Dua","Meets Expectations",2024-01-22
PRF000419,EMP00938,5,"Farhan Sharaf","Needs Improvement",2025-05-03
PRF000420,EMP00163,2,"Gautam Sinha","Meets Expectations",2023-11-28
PRF000421,EMP01070,3,"Azaan Grewal",Outstanding,2024-02-03
PRF000422,EMP00656,2,"Chanakya Dada","Meets Expectations",2024-12-22
PRF000423,EMP00764,2,"Kavya Kadakia","Meets Expectations",2026-06-29
PRF000424,EMP00130,1,"Omaja Kashyap","Below Average",2026-06-03
PRF000425,EMP00050,1,"Nikita Dua",Outstanding,2024-10-02
PRF000426,EMP01103,1,"Nikita Dua","Below Average",2025-03-04
PRF000427,EMP01109,1,"Shivani Varughese","Excellent Performer",2026-06-01
PRF000428,EMP00981,1,"Upma Pant","Below Average",2024-08-11
PRF000429,EMP00754,1,"Xavier Gole","Below Average",2026-05-30
PRF000430,EMP00671,2,NULL,"Exceeds Expectations",2023-11-08
PRF000431,EMP00759,3,"Charles Bera","Needs Improvement",2025-12-06
PRF000432,EMP00445,2,"Farhan Sharaf","Exceeds Expectations",2024-07-05
PRF000433,EMP00371,2,"Arjun Prasad","Meets Expectations",2026-06-15
PRF000434,EMP01159,2,"Ekansh Samra","Excellent Performer",2025-02-24
PRF000435,EMP00323,1,"Vincent Loyal","Below Average",2025-07-18
PRF000436,EMP01010,1,"Niharika Nagi","Below Average",2026-06-01
PRF000437,EMP00237,1,"Chanakya Dada","Below Average",2025-02-17
PRF000438,EMP00706,2,"Saumya Srinivas","Meets Expectations",2023-12-31
PRF000439,EMP00660,2,"Udant Bala","Meets Expectations",2026-02-24
PRF000440,EMP00869,4,"Kiaan Sani","Needs Improvement",2025-09-10
PRF000441,EMP00125,3,"Vincent Loyal","Needs Improvement",2024-09-23
PRF000442,EMP01090,2,"Farhan Sharaf","Meets Expectations",2024-04-12
PRF000443,EMP00671,3,"Indira Balakrishnan","Needs Improvement",2023-08-27
PRF000444,EMP00707,1,"Kiaan Sani","Below Average",2026-07-05
PRF000445,EMP00707,1,"Neelima Bhasin","Below Average",2025-10-01
PRF000446,EMP00791,1,"Damini Mohanty","Below Average",2025-12-25
PRF000447,EMP00977,5,"Arjun Prasad","Excellent Performer",2025-02-02
PRF000448,EMP00775,4,"Upma Pant","Needs Improvement",2024-10-06
PRF000449,EMP00793,4,"Ekansh Samra","Excellent Performer",2023-09-24
PRF000450,EMP00820,1,"Neelima Bhasin","Needs Improvement",2023-12-29
PRF000451,EMP00902,3,"Kiaan Sani","Needs Improvement",2025-01-29
PRF000452,EMP00690,1,"Faqid Prabhu",Outstanding,2024-10-08
PRF000453,EMP00428,2,"Kiaan Sani","Meets Expectations",2024-02-05
PRF000454,EMP00221,1,"Theodore Sha",Outstanding,2023-09-02
PRF000455,EMP01104,2,"Tanay Shetty","Exceeds Expectations",2025-04-29
PRF000456,EMP00536,2,"Veda Sahota","Needs Improvement",2025-06-17
PRF000457,EMP00622,1,"Falguni Halder","Below Average",2023-11-23
PRF000458,EMP00585,5,"Shivani Varughese","Excellent Performer",2023-09-29
PRF000459,EMP00087,3,"Harinakshi Varughese","Needs Improvement",2026-02-08
PRF000460,EMP00654,4,"Nikita Dua","Needs Improvement",2024-03-25
PRF000461,EMP00603,1,NULL,"Needs Improvement",2024-09-30
PRF000462,EMP00337,2,"Dipta Bhatti","Exceeds Expectations",2025-04-30
PRF000463,EMP00668,1,"Damini Mohanty","Below Average",2024-02-27
PRF000464,EMP00749,3,"Chanakya Dada","Needs Improvement",2023-12-04
PRF000465,EMP00234,4,"Udant Bala","Excellent Performer",2024-03-02
PRF000466,EMP00728,4,"Farhan Sharaf","Excellent Performer",2023-12-13
PRF000467,EMP00230,2,NULL,"Meets Expectations",2023-09-01
PRF000468,EMP00103,2,"Niharika Nagi","Exceeds Expectations",2024-02-24
PRF000469,EMP00311,2,"Theodore Sha","Meets Expectations",2025-05-23
PRF000470,EMP00704,2,"Udant Bala","Exceeds Expectations",2025-01-31
PRF000471,EMP00714,4,"Anthony Kanda","Needs Improvement",2025-02-27
PRF000472,EMP00528,3,"Udant Bala","Needs Improvement",2025-06-16
PRF000473,EMP00789,5,"Gautam Sinha",Outstanding,2024-09-14
PRF000474,EMP01213,2,NULL,"Meets Expectations",2024-07-23
PRF000475,EMP00241,3,"Harinakshi Varughese","Needs Improvement",2024-04-13
PRF000476,EMP00832,1,"Neelima Bhasin","Needs Improvement",2024-07-23
PRF000477,EMP00586,2,"Kavya Kadakia","Exceeds Expectations",2024-03-10
PRF000478,EMP00925,3,"Indira Balakrishnan","Needs Improvement",2025-08-04
PRF000479,EMP00843,2,"Dipta Bhatti","Meets Expectations",2023-08-25
PRF000480,EMP00305,2,"Ojasvi Dasgupta","Excellent Performer",2024-06-01
PRF000481,EMP01180,2,"Dhruv Wagle","Meets Expectations",2025-09-08
PRF000482,EMP00212,2,"Dhriti Nagar","Needs Improvement",2025-03-10
PRF000483,EMP00083,3,"Chavvi Devan","Needs Improvement",2025-04-30
PRF000484,EMP00884,5,"Ekansh Samra","Needs Improvement",2025-06-09
PRF000485,EMP00446,2,"Arjun Prasad","Exceeds Expectations",2025-02-09
PRF000486,EMP00874,3,"Vasudha Borde","Needs Improvement",2026-05-17
PRF000487,EMP00289,5,"Dhruv Wagle","Needs Improvement",2026-07-29
PRF000488,EMP00198,5,"Charles Bera","Excellent Performer",2026-04-12
PRF000489,EMP00741,3,"Gautam Sinha","Needs Improvement",2023-10-20
PRF000490,EMP00671,5,NULL,Outstanding,2024-01-09
PRF000491,EMP00648,2,"Indira Balakrishnan",Outstanding,2024-09-08
PRF000492,EMP00032,2,"Kiaan Sani","Meets Expectations",2024-03-26
PRF000493,EMP00110,1,"Vasudha Borde",Outstanding,2026-01-21
PRF000494,EMP01189,3,"Pavani Magar","Excellent Performer",2026-06-12
PRF000495,EMP00261,4,"Avni Chatterjee",Outstanding,2024-04-23
PRF000496,EMP00538,2,"Ekansh Samra","Exceeds Expectations",2024-09-27
PRF000497,EMP00803,1,"Dipta Bhatti","Below Average",2023-09-18
PRF000498,EMP00224,4,"Ranveer Sood","Excellent Performer",2025-01-12
PRF000499,EMP00515,3,"Neelima Bhasin","Needs Improvement",2024-07-10
PRF000500,EMP00248,2,"Theodore Sha","Exceeds Expectations",2023-09-27
PRF000501,EMP01083,2,"Dhriti Nagar","Needs Improvement",2024-12-11
PRF000502,EMP00363,5,"Pavani Magar","Excellent Performer",2026-02-22
PRF000503,EMP00167,1,"Dhriti Nagar","Below Average",2023-10-19
PRF000504,EMP00707,1,NULL,"Excellent Performer",2024-02-16
PRF000505,EMP01104,4,"Vasudha Borde",Outstanding,2026-07-23
PRF000506,EMP00617,1,"Kiaan Sani","Excellent Performer",2024-12-11
PRF000507,EMP00426,2,"Dhruv Wagle","Meets Expectations",2026-07-21
PRF000508,EMP00401,2,"Gautam Sinha","Exceeds Expectations",2026-07-20
PRF000509,EMP00588,5,"Harinakshi Varughese","Needs Improvement",2026-07-17
PRF000510,EMP00092,5,"Ranveer Sood","Excellent Performer",2023-04-11
PRF000511,EMP00771,3,"Damini Mohanty","Needs Improvement",2025-05-01
PRF000512,EMP00826,1,"Upma Pant",Outstanding,2025-01-04
PRF000513,EMP01142,2,"Damini Mohanty","Meets Expectations",2025-02-27
PRF000514,EMP01088,2,"Chanakya Dada","Meets Expectations",2024-12-27
PRF000515,EMP00836,3,"Osha Sachdev","Needs Improvement",2026-05-24
PRF000516,EMP00757,2,"Chavvi Devan","Exceeds Expectations",2026-05-25
PRF000517,EMP00834,2,"Omaja Kashyap","Meets Expectations",2025-01-29
PRF000518,EMP00321,1,"Harinakshi Varughese","Below Average",2024-10-29
PRF000519,EMP01193,3,"Xavier Gole","Needs Improvement",2024-02-09
PRF000520,EMP00196,4,"Kiaan Sani",Outstanding,2026-05-17
PRF000521,EMP00802,3,"Harinakshi Varughese",Outstanding,2024-01-25
PRF000522,EMP00755,2,"Dipta Bhatti",Outstanding,2024-09-17
PRF000523,EMP00371,2,"Chanakya Dada","Excellent Performer",2026-06-13
PRF000524,EMP00218,2,"Gautam Sinha","Exceeds Expectations",2025-04-15
PRF000525,EMP00690,2,"Charan Sen",Outstanding,2024-04-05
PRF000526,EMP00349,1,"Ekansh Samra","Excellent Performer",2024-08-11
PRF000527,EMP00406,3,"Upma Pant","Needs Improvement",2026-07-04
PRF000528,EMP00182,2,"Dhruv Wagle","Exceeds Expectations",2024-07-02
PRF000529,EMP00393,2,"Upma Pant","Meets Expectations",2025-11-06
PRF000530,EMP00094,2,"Pavani Magar","Needs Improvement",2025-04-12
PRF000531,EMP00170,1,"Charan Sen","Needs Improvement",2024-11-20
PRF000532,EMP00808,2,"Upma Pant","Excellent Performer",2025-07-23
PRF000533,EMP00511,1,"Damini Mohanty","Below Average",2024-04-11
PRF000534,EMP00194,4,"Faqid Prabhu","Excellent Performer",2025-12-22
PRF000535,EMP00920,2,"Anthony Kanda","Needs Improvement",2026-05-13
PRF000536,EMP00798,1,"Saumya Srinivas","Below Average",2024-02-02
PRF000537,EMP00649,5,"Nikita Dua","Needs Improvement",2026-06-05
PRF000538,EMP00389,2,"Ojasvi Dasgupta","Meets Expectations",2024-08-07
PRF000539,EMP00452,4,"Pavani Magar","Needs Improvement",2024-09-28
PRF000540,EMP00889,1,NULL,"Below Average",2024-10-22
PRF000541,EMP00007,2,"Vasudha Borde","Excellent Performer",2024-08-02
PRF000542,EMP00697,3,NULL,"Excellent Performer",2024-01-01
PRF000543,EMP00190,2,"Dhruv Wagle","Meets Expectations",2024-03-08
PRF000544,EMP00672,5,"Nikita Dua","Needs Improvement",2023-10-19
PRF000545,EMP00551,2,"Charles Bera","Exceeds Expectations",2024-04-23
PRF000546,EMP01053,3,"Pavani Magar","Excellent Performer",2026-05-07
PRF000547,EMP00729,4,NULL,Outstanding,2024-02-15
PRF000548,EMP00605,3,"Farhan Sharaf","Needs Improvement",2024-07-04
PRF000549,EMP00747,3,"Dhriti Nagar","Needs Improvement",2023-09-19
PRF000550,EMP00394,5,"Theodore Sha","Needs Improvement",2024-09-08
PRF000551,EMP00200,1,NULL,"Below Average",2026-05-20
PRF000552,EMP00606,3,NULL,"Needs Improvement",2024-01-15
PRF000553,EMP00457,3,"Upma Pant","Needs Improvement",2023-04-11
PRF000554,EMP00194,3,"Damini Mohanty","Needs Improvement",2024-10-28
PRF000555,EMP00073,2,"Chavvi Devan","Needs Improvement",2026-07-24
PRF000556,EMP00163,2,"Harinakshi Varughese","Excellent Performer",2025-06-25
PRF000557,EMP00905,2,"Udant Bala","Meets Expectations",2025-10-17
PRF000558,EMP00895,2,"Udant Bala","Excellent Performer",2026-03-17
PRF000559,EMP00218,1,"Gautam Sinha","Below Average",2025-01-06
PRF000560,EMP00671,4,"Vasudha Borde","Excellent Performer",2024-01-12
PRF000561,EMP00490,5,"Saumya Srinivas","Excellent Performer",2023-10-27
PRF000562,EMP00276,2,NULL,"Meets Expectations",2025-12-19
PRF000563,EMP00520,2,"Chavvi Devan","Excellent Performer",2026-05-21
PRF000564,EMP00419,2,"Neelima Bhasin","Exceeds Expectations",2024-03-24
PRF000565,EMP00241,4,"Xavier Gole","Needs Improvement",2024-01-02
PRF000566,EMP01184,5,"Udant Bala","Excellent Performer",2023-12-07
PRF000567,EMP00572,1,"Kavya Kadakia","Below Average",2023-11-16
PRF000568,EMP00688,3,"Vincent Loyal","Needs Improvement",2025-09-15
PRF000569,EMP00714,1,"Nikita Dua","Needs Improvement",2025-12-27
PRF000570,EMP01137,5,"Dhriti Nagar",Outstanding,2025-09-03
PRF000571,EMP01058,2,"Anthony Kanda","Meets Expectations",2026-08-01
PRF000572,EMP01149,2,"Farhan Sharaf","Exceeds Expectations",2026-06-04
PRF000573,EMP00044,2,"Gautam Sinha","Meets Expectations",2025-03-31
PRF000574,EMP00619,2,"Omaja Kashyap","Meets Expectations",2023-10-24
PRF000575,EMP00043,3,"Udant Bala","Needs Improvement",2023-08-23
PRF000576,EMP00289,1,"Falguni Halder","Below Average",2025-08-06
PRF000577,EMP00342,3,"Jagvi Parmar",Outstanding,2023-10-29
PRF000578,EMP00080,4,"Chavvi Devan","Excellent Performer",2024-10-03
PRF000579,EMP01221,1,"Udant Bala",Outstanding,2026-03-24
PRF000580,EMP00491,1,"Ekansh Samra","Below Average",2025-05-27
PRF000581,EMP01003,2,"Xavier Gole",Outstanding,2024-07-10
PRF000582,EMP00250,2,"Charan Sen","Needs Improvement",2025-06-24
PRF000583,EMP00671,2,"Ranveer Sood","Exceeds Expectations",2024-06-06
PRF000584,EMP00466,4,"Niharika Nagi","Excellent Performer",2026-01-23
PRF000585,EMP00905,3,"Anthony Kanda","Needs Improvement",2024-08-15
PRF000586,EMP01152,1,"Nikita Dua","Below Average",2025-03-02
PRF000587,EMP00691,4,"Kavya Kadakia","Excellent Performer",2025-03-05
PRF000588,EMP00930,1,"Kiaan Sani","Excellent Performer",2026-05-03
PRF000589,EMP01113,2,"Ranveer Sood","Exceeds Expectations",2024-08-04
PRF000590,EMP00137,3,"Chanakya Dada","Needs Improvement",2026-07-16
PRF000591,EMP00363,3,"Dhriti Nagar",Outstanding,2026-02-28
PRF000592,EMP00242,2,"Niharika Nagi",Outstanding,2023-12-02
PRF000593,EMP00044,3,"Ranveer Sood","Needs Improvement",2024-08-29
PRF000594,EMP00687,1,"Faqid Prabhu","Below Average",2025-08-05
PRF000595,EMP00488,2,"Theodore Sha","Exceeds Expectations",2025-08-06
PRF000596,EMP00863,2,"Veda Sahota","Exceeds Expectations",2025-01-07
PRF000597,EMP00575,2,"Xavier Gole","Meets Expectations",2024-07-01
PRF000598,EMP00278,2,"Chavvi Devan","Excellent Performer",2026-03-02
PRF000599,EMP00718,2,"Anthony Kanda",Outstanding,2026-07-06
PRF000600,EMP00737,2,"Xavier Gole","Meets Expectations",2026-05-05
PRF000601,EMP00102,5,"Charles Bera","Needs Improvement",2025-06-14
PRF000602,EMP00868,1,"Gautam Sinha","Below Average",2025-11-20
PRF000603,EMP00395,1,"Kavya Kadakia","Below Average",2025-07-23
PRF000604,EMP00443,3,"Farhan Sharaf","Needs Improvement",2025-02-27
PRF000605,EMP00513,3,"Damini Mohanty","Needs Improvement",2025-07-22
PRF000606,EMP00792,2,"Indira Balakrishnan","Meets Expectations",2023-10-19
PRF000607,EMP00499,1,"Theodore Sha","Below Average",2026-02-15
PRF000608,EMP00369,1,NULL,"Below Average",2026-03-11
PRF000609,EMP01025,2,"Nikita Dua","Exceeds Expectations",2026-05-13
PRF000610,EMP01128,5,"Upma Pant","Excellent Performer",2024-08-24
PRF000611,EMP00058,2,"Avni Chatterjee","Meets Expectations",2024-11-22
PRF000612,EMP01154,2,"Upma Pant","Exceeds Expectations",2025-03-05
PRF000613,EMP00590,4,"Saumya Srinivas",Outstanding,2025-03-07
PRF000614,EMP00689,3,"Vincent Loyal","Needs Improvement",2024-11-30
PRF000615,EMP00042,0,"Farhan Sharaf","Excellent Performer",2026-07-12
PRF000616,EMP00729,2,"Vincent Loyal","Excellent Performer",2023-08-10
PRF000617,EMP00798,2,"Kiaan Sani","Exceeds Expectations",2024-03-31
PRF000618,EMP00170,1,"Azaan Grewal","Excellent Performer",2025-11-06
PRF000619,EMP00860,1,"Ojasvi Dasgupta","Below Average",2025-04-01
PRF000620,EMP00573,2,"Falguni Halder","Excellent Performer",2025-08-16
PRF000621,EMP00240,1,"Kiaan Sani","Below Average",2026-06-12
PRF000622,EMP00839,5,"Farhan Sharaf","Needs Improvement",2026-03-11
PRF000623,EMP01156,1,"Ojasvi Dasgupta","Below Average",2024-06-04
PRF000624,EMP00901,2,"Indira Balakrishnan","Meets Expectations",2024-10-19
PRF000625,EMP00774,1,"Niharika Nagi","Below Average",2025-03-15
PRF000626,EMP01124,2,"Tanay Shetty","Meets Expectations",2026-06-05
PRF000627,EMP00302,2,"Azaan Grewal","Exceeds Expectations",2024-01-15
PRF000628,EMP00404,2,NULL,"Exceeds Expectations",2026-07-14
PRF000629,EMP00755,2,"Chavvi Devan","Exceeds Expectations",2025-09-23
PRF000630,EMP01171,4,"Neelima Bhasin","Needs Improvement",2024-03-22
PRF000631,EMP01145,2,"Chanakya Dada","Excellent Performer",2025-09-24
PRF000632,EMP00112,4,"Chavvi Devan","Needs Improvement",2024-04-20
PRF000633,EMP00191,2,"Jagvi Parmar",Outstanding,2025-10-25
PRF000634,EMP01114,2,"Veda Sahota","Meets Expectations",2026-06-12
PRF000635,EMP01026,1,"Chanakya Dada","Excellent Performer",2024-12-25
PRF000636,EMP00094,1,"Azaan Grewal",Outstanding,2023-09-09
PRF000637,EMP00137,1,"Osha Sachdev","Below Average",2024-08-09
PRF000638,EMP00146,5,"Arjun Prasad","Excellent Performer",2024-02-12
PRF000639,EMP00981,2,"Vincent Loyal","Meets Expectations",2023-08-06
PRF000640,EMP00745,2,"Vincent Loyal","Exceeds Expectations",2023-10-08
PRF000641,EMP00402,1,"Charles Bera","Below Average",2024-04-26
PRF000642,EMP00444,1,"Falguni Halder","Below Average",2025-02-21
PRF000643,EMP00974,2,"Omaja Kashyap","Meets Expectations",2023-11-06
PRF000644,EMP00908,5,"Chavvi Devan","Excellent Performer",2025-12-03
PRF000645,EMP00389,3,"Anthony Kanda","Needs Improvement",2026-03-23
PRF000646,EMP01230,4,"Kavya Kadakia","Excellent Performer",2025-06-21
PRF000647,EMP00962,2,"Charan Sen","Exceeds Expectations",2024-09-26
PRF000648,EMP00874,2,"Damini Mohanty","Exceeds Expectations",2026-03-02
PRF000649,EMP00616,2,"Xavier Gole","Meets Expectations",2024-01-30
PRF000650,EMP00893,3,"Charan Sen","Excellent Performer",2026-04-03
PRF000651,EMP00473,1,"Dipta Bhatti","Excellent Performer",2025-12-27
PRF000652,EMP00415,5,"Tanay Shetty","Needs Improvement",2026-04-18
PRF000653,EMP00882,5,"Farhan Sharaf","Needs Improvement",2024-01-29
PRF000654,EMP00052,1,"Kavya Kadakia","Below Average",2024-11-03
PRF000655,EMP01091,5,"Azaan Grewal","Excellent Performer",2025-07-27
PRF000656,EMP01018,4,"Falguni Halder","Excellent Performer",2025-08-22
PRF000657,EMP00093,1,"Nikita Dua","Below Average",2026-06-15
PRF000658,EMP00424,1,"Theodore Sha","Needs Improvement",2025-09-16
PRF000659,EMP00363,1,"Charan Sen","Below Average",2025-08-31
PRF000660,EMP00219,2,"Udant Bala","Exceeds Expectations",2024-03-24
PRF000661,EMP01040,3,"Nikita Dua","Needs Improvement",2024-04-11
PRF000662,EMP00630,4,"Dipta Bhatti","Excellent Performer",2025-01-21
PRF000663,EMP00186,2,"Falguni Halder","Exceeds Expectations",2025-04-02
PRF000664,EMP00898,2,"Chanakya Dada","Meets Expectations",2024-10-10
PRF000665,EMP00397,3,"Pavani Magar","Excellent Performer",2025-06-26
PRF000666,EMP00271,2,"Upma Pant","Meets Expectations",2026-07-18
PRF000667,EMP00794,1,"Falguni Halder","Below Average",2024-01-27
PRF000668,EMP00611,5,"Ekansh Samra",Outstanding,2026-03-08
PRF000669,EMP00029,1,"Kavya Kadakia","Below Average",2024-12-03
PRF000670,EMP00103,2,"Omaja Kashyap","Meets Expectations",2025-04-29
PRF000671,EMP00924,2,"Dipta Bhatti","Meets Expectations",2024-10-17
PRF000672,EMP00520,3,"Tanay Shetty","Excellent Performer",2023-11-25
PRF000673,EMP01128,2,"Osha Sachdev","Meets Expectations",2025-02-19
PRF000674,EMP00250,2,"Gautam Sinha","Meets Expectations",2023-12-30
PRF000675,EMP00559,3,"Arjun Prasad","Needs Improvement",2024-11-26
PRF000676,EMP00799,2,"Kiaan Sani","Meets Expectations",2024-11-18
PRF000677,EMP00770,2,"Kiaan Sani","Meets Expectations",2024-06-18
PRF000678,EMP00413,2,"Udant Bala","Meets Expectations",2025-09-19
PRF000679,EMP00554,1,"Nikita Dua","Below Average",2023-08-30
PRF000680,EMP00521,1,"Anthony Kanda","Below Average",2024-12-07
PRF000681,EMP00006,2,NULL,"Exceeds Expectations",2025-05-20
PRF000682,EMP00852,4,NULL,"Excellent Performer",2025-03-16
PRF000683,EMP00645,1,"Saumya Srinivas","Below Average",2024-04-29
PRF000684,EMP00348,2,"Arjun Prasad","Meets Expectations",2024-09-16
PRF000685,EMP00073,1,"Osha Sachdev","Below Average",2026-05-27
PRF000686,EMP00855,1,"Udant Bala","Below Average",2024-10-19
PRF000687,EMP00516,3,"Udant Bala",Outstanding,2024-06-04
PRF000688,EMP00716,2,"Ranveer Sood","Meets Expectations",2024-10-29
PRF000689,EMP00855,3,"Upma Pant","Needs Improvement",2023-08-13
PRF000690,EMP01011,2,"Faqid Prabhu","Needs Improvement",2026-04-07
PRF000691,EMP00238,2,"Ranveer Sood","Exceeds Expectations",2026-01-27
PRF000692,EMP00367,3,"Pavani Magar","Excellent Performer",2023-08-20
PRF000693,EMP00383,2,"Kavya Kadakia","Exceeds Expectations",2024-01-02
PRF000694,EMP01130,5,"Gautam Sinha",Outstanding,2025-03-16
PRF000695,EMP01215,2,"Farhan Sharaf","Exceeds Expectations",2024-04-14
PRF000696,EMP00336,2,"Xavier Gole","Meets Expectations",2026-11-07
PRF000697,EMP00182,2,"Chavvi Devan","Exceeds Expectations",2024-11-25
PRF000698,EMP00176,1,"Xavier Gole","Needs Improvement",2025-03-11
PRF000699,EMP00928,2,"Azaan Grewal","Excellent Performer",2024-05-24
PRF000700,EMP01046,1,"Omaja Kashyap","Below Average",2025-12-05
PRF000701,EMP00941,3,NULL,"Excellent Performer",2025-01-07
PRF000702,EMP00548,3,"Jagvi Parmar","Needs Improvement",2024-12-08
PRF000703,EMP00489,2,"Dhruv Wagle","Meets Expectations",2026-07-16
PRF000704,EMP00438,2,"Saumya Srinivas","Meets Expectations",2026-05-14
PRF000705,EMP00978,2,"Jagvi Parmar","Exceeds Expectations",2024-11-02
PRF000706,EMP00382,2,"Shivani Varughese","Meets Expectations",2024-11-07
PRF000707,EMP00696,2,"Jagvi Parmar","Excellent Performer",2025-12-21
PRF000708,EMP00427,1,"Anthony Kanda","Below Average",2025-08-17
PRF000709,EMP00543,2,"Nikita Dua","Needs Improvement",2024-12-02
PRF000710,EMP00651,2,"Xavier Gole","Meets Expectations",2024-10-27
PRF000711,EMP00571,1,"Faqid Prabhu","Below Average",2024-11-02
PRF000712,EMP00524,1,"Ranveer Sood","Below Average",2023-12-20
PRF000713,EMP00454,3,"Chavvi Devan",Outstanding,2026-06-04
PRF000714,EMP00697,5,"Charles Bera","Excellent Performer",2024-01-10
PRF000715,EMP00740,2,"Chavvi Devan","Meets Expectations",2025-02-07
PRF000716,EMP00431,1,"Avni Chatterjee","Below Average",2024-05-19
PRF000717,EMP00906,3,"Ekansh Samra","Needs Improvement",2023-11-22
PRF000718,EMP01140,2,NULL,"Excellent Performer",2024-03-21
PRF000719,EMP00517,1,"Chavvi Devan",Outstanding,2025-05-12
PRF000720,EMP00708,2,"Tanay Shetty","Meets Expectations",2024-10-08
PRF000721,EMP01210,2,"Farhan Sharaf","Meets Expectations",2025-09-30
PRF000722,EMP01197,1,"Upma Pant","Below Average",2025-02-04
PRF000723,EMP00514,3,"Saumya Srinivas","Excellent Performer",2026-03-17
PRF000724,EMP00550,5,"Charles Bera","Excellent Performer",2023-09-16
PRF000725,EMP00842,2,"Farhan Sharaf","Excellent Performer",2024-04-06
PRF000726,EMP00269,1,"Chavvi Devan","Below Average",2026-04-16
PRF000727,EMP00633,4,"Gautam Sinha",Outstanding,2024-08-31
PRF000728,EMP00638,3,"Avni Chatterjee","Needs Improvement",2025-11-02
PRF000729,EMP01002,2,"Pavani Magar","Exceeds Expectations",2025-07-25
